,word,len,freq,pron,phlen,orthsyl,ortho,phono
39696,rope,4,564,r@Up,4,rope,True,True
39697,roped,5,20,r@Upt,5,roped,True,True
39698,ropedancers,11,1,r@UpdAns@z,10,rope-danc-ers,True,True
39699,ropeladder,10,1,r@Upl{d@r,9,rope--lad-der,True,True
39700,ropes,5,224,r@Ups,5,ropes,True,True
39701,ropewalk,8,1,r@Upw$k,7,rope-walk,True,True
39702,ropewalks,9,1,r@Upw$ks,8,rope-walks,True,True
39704,roping,6,2,r@UpIN,6,rop-ing,True,True
39705,roquefort,9,2,rQkf$r,6,Roque-fort,True,True
39706,rorschach,9,5,rOSAk,5,Ror-schach,True,True
39707,rosaries,8,4,r@Uz@rIz,8,ro-sa-ries,True,True
39708,rosary,6,13,r@Uz@rI,7,ro-sa-ry,True,True
39709,rose,4,1356,r@Uz,4,rose,True,True
39710,roseate,7,9,r@UzI@t,7,ro-se-ate,True,True
39711,rosebed,7,1,r@UzbEd,7,rose--bed,True,True
39712,rosebeds,8,2,r@UzbEdz,8,rose--beds,True,True
39713,rosebud,7,22,r@UzbVd,7,rose-bud,True,True
39714,rosebuds,8,9,r@UzbVdz,8,rose-buds,True,True
39715,roseleaf,8,2,r@Uzlif,7,rose-leaf,True,True
39716,rosemary,8,77,r@Uzm@rI,8,rose-mar-y,True,True
39717,roses,5,271,r@UzIz,6,ros-es,True,True
39718,rosette,7,18,r@UzEt,6,ro-sette,True,True
39719,rosettes,8,12,r@UzEts,7,ro-settes,True,True
39720,rosewood,8,12,r@UzwUd,7,rose-wood,True,True
39721,rosier,6,4,r@UzI@r,7,ros-i-er,True,True
39722,rosiest,7,1,r@UzIIst,8,ros-i-est,True,True
39723,rosin,5,2,rQzIn,5,ros-in,True,True
39724,roster,6,20,rQst@r,6,ros-ter,True,True
39725,rosters,7,4,rQst@z,6,ros-ters,True,True
39727,rostrum,7,17,rQstr@m,7,ros-trum,True,True
39728,rosy,4,148,r@UzI,5,ros-y,True,True
39729,rot,3,145,rQt,3,rot,True,True
39730,rota,4,32,r@Ut@,5,ro-ta,True,True
39731,rotarian,8,1,r@UtE@rI@n,10,Ro-tar-i-an,True,True
39732,rotarians,9,3,r@UtE@rI@nz,11,Ro-tar-i-ans,True,True
39733,rotary,6,9,r@Ut@rI,7,ro-ta-ry,True,True
39734,rotas,5,6,r@Ut@z,6,ro-tas,True,True
39735,rotate,6,60,r@UteIt,7,ro-tate,True,True
39736,rotated,7,35,r@UteItId,9,ro-tat-ed,True,True
39737,rotates,7,19,r@UteIts,8,ro-tates,True,True
39738,rotating,8,84,r@UteItIN,9,ro-tat-ing,True,True
39739,rotation,8,138,r@UteISn,8,ro-ta-tion,True,True
39740,rotations,9,23,r@UteISnz,9,ro-ta-tions,True,True
39741,rotatory,8,1,r@Ut@t@rI,9,ro-ta-to-ry,True,True
39742,rote,4,16,r@Ut,4,rote,True,True
39743,rotgut,6,3,rQtgVt,6,rot-gut,True,True
39744,rotisserie,10,10,r@Utis@rI,9,ro-tis-ser-ie,True,True
39745,rotor,5,63,r@Ut@r,6,ro-tor,True,True
39746,rotors,6,35,r@Ut@z,6,ro-tors,True,True
39747,rots,4,9,rQts,4,rots,True,True
39749,rotten,6,216,rQtn,4,rot-ten,True,True
39750,rottenness,10,5,rQtnnIs,7,rot-ten-ness,True,True
39751,rotter,6,3,rQt@r,5,rot-ter,True,True
39752,rotters,7,1,rQt@z,5,rot-ters,True,True
39753,rotting,7,99,rQtIN,5,rot-ting,True,True
39754,rotund,6,8,r@UtVnd,7,ro-tund,True,True
39755,rotunda,7,11,r@UtVnd@,8,ro-tun-da,True,True
39756,rotundas,8,1,r@UtVnd@z,9,ro-tun-das,True,True
39757,rotundity,9,1,r@UtVnd@tI,10,ro-tun-di-ty,True,True
39758,rouble,6,4,rubl,4,rou-ble,True,True
39759,roubles,7,24,rublz,5,rou-bles,True,True
39760,roue,4,4,rueI,4,rou-e,True,True
39761,rouge,5,18,ruZ,3,rouge,True,True
39762,rouged,6,15,ruZd,4,rouged,True,True
39763,rouges,6,10,ruZIz,5,roug-es,True,True
39764,rough,5,774,rVf,3,rough,True,True
39765,roughage,8,46,rVfIdZ,6,rough-age,True,True
39766,roughcast,9,1,rVfkAst,7,rough-cast,True,True
39767,roughed,7,5,rVft,4,roughed,True,True
39768,roughen,7,4,rVfn,4,rough-en,True,True
39769,roughened,9,10,rVfnd,5,rough-ened,True,True
39770,roughening,10,2,rVfnIN,6,rough-en-ing,True,True
39771,rougher,7,20,rVf@r,5,rough-er,True,True
39772,roughest,8,10,rVfIst,6,rough-est,True,True
39773,roughhewn,9,7,rVfhtSun,8,rough--hewn,True,True
39774,roughhousing,12,9,rVfhaUsIN,9,rough-hous-ing,True,True
39775,roughing,8,5,rVfIN,5,rough-ing,True,True
39777,roughneck,9,2,rVfnEk,6,rough-neck,True,True
39778,roughness,9,21,rVfnIs,6,rough-ness,True,True
39780,roughs,6,6,rVfs,4,roughs,True,True
39781,roughshod,9,8,rVfSQd,6,rough-shod,True,True
39782,roughspoken,11,1,rVfsp@Uk@n,10,rough--spo-ken,True,True
39783,rouging,7,1,ruZIN,5,roug-ing,True,True
39784,roulette,8,27,rulEt,5,rou-lette,True,True
39785,round,5,5913,raUnd,5,round,True,True
39786,roundabout,10,58,raUnd@baUt,10,round-a-bout,True,True
39787,roundabouts,11,14,raUnd@baUts,11,round-a-bouts,True,True
39788,roundbacked,11,2,raUndb{kt,9,round--backed,True,True
39789,rounded,7,260,raUndId,7,round-ed,True,True
39790,roundel,7,1,raUndl,6,roun-del,True,True
39791,roundels,8,1,raUndlz,7,roun-dels,True,True
39792,rounder,7,12,raUnd@r,7,round-er,True,True
39793,rounders,8,2,raUnd@z,7,round-ers,True,True
39794,roundeyed,9,8,raUndaId,8,round--eyed,True,True
39795,roundhead,9,1,raUndhEd,8,Round-head,True,True
39796,roundheads,10,1,raUndhEdz,9,Round-heads,True,True
39797,roundhouse,10,3,raUndhaUs,9,round-house,True,True
39798,rounding,8,50,raUndIN,7,round-ing,True,True
39799,roundish,8,4,raUndIS,7,round-ish,True,True
39800,roundly,7,35,raUndlI,7,round-ly,True,True
39801,roundness,9,8,raUndnIs,8,round-ness,True,True
39802,rounds,6,190,raUndz,6,rounds,True,True
39803,roundtheclock,13,10,raUndD@klQk,11,round--the--clock,True,True
39804,roundtrip,9,4,raUndtrIp,9,round--trip,True,True
39805,roundup,7,17,raUndVp,7,round-up,True,True
39806,roundups,8,7,raUndVps,8,round-ups,True,True
39807,rouse,5,44,raUz,4,rouse,True,True
39808,roused,6,95,raUzd,5,roused,True,True
39809,rouses,6,4,raUzIz,6,rous-es,True,True
39810,rousing,7,39,raUzIN,6,rous-ing,True,True
39811,roustabouts,11,1,raUst@baUts,11,roust-a-bouts,True,True
39812,rout,4,29,raUt,4,rout,True,True
39813,route,5,710,rut,3,route,True,True
39814,routed,6,20,rutId,5,rout-ed,True,True
39815,routemarch,10,1,rutmAtS,7,route--march,True,True
39816,routes,6,214,ruts,4,routes,True,True
39817,routine,7,666,rutin,5,rou-tine,True,True
39818,routinely,9,37,rutinlI,7,rou-tine-ly,True,True
39819,routines,8,58,rutinz,6,rou-tines,True,True
39820,routing,7,17,rutIN,5,rout-ing,True,True
39821,routs,5,3,raUts,5,routs,True,True
39822,roux,4,8,ru,2,roux,True,True
39823,rove,4,12,r@Uv,4,rove,True,True
39824,roved,5,5,r@Uvd,5,roved,True,True
39825,rover,5,70,r@Uv@r,6,rov-er,True,True
39826,rovers,6,28,r@Uv@z,6,rov-ers,True,True
39827,roving,6,28,r@UvIN,6,rov-ing,True,True
39828,row,3,638,raU,3,row,True,True
39829,rowan,5,22,raU@n,5,row-an,True,True
39830,rowanberries,12,3,raU@nbErIz,10,row-an-ber-ries,True,True
39831,rowans,6,6,raU@nz,6,row-ans,True,True
39832,rowboat,7,12,r@Ub@Ut,7,row-boat,True,True
39833,rowboats,8,3,r@Ub@Uts,8,row-boats,True,True
39834,rowdier,7,1,raUdI@r,7,row-di-er,True,True
39835,rowdies,7,3,raUdIz,6,row-dies,True,True
39836,rowdiest,8,1,raUdIIst,8,row-di-est,True,True
39837,rowdiness,9,3,raUdInIs,8,row-di-ness,True,True
39839,rowdyism,8,1,raUdIIz@m,9,row-dy-ism,True,True
39840,rowed,5,30,r@Ud,4,rowed,True,True
39841,rower,5,1,r@U@r,5,row-er,True,True
39842,rowers,6,2,r@U@z,5,row-ers,True,True
39843,rowing,6,39,raUIN,5,row-ing,True,True
39844,rowingboat,10,2,r@UINb@Ut,9,row-ing--boat,True,True
39845,rows,4,422,raUz,4,rows,True,True
39846,roy,3,267,rOI,3,Roy,True,True
39847,royal,5,1360,rOI@l,5,roy-al,True,True
39848,royalist,8,13,rOI@lIst,8,roy-al-ist,True,True
39849,royalists,9,3,rOI@lIsts,9,roy-al-ists,True,True
39850,royally,7,6,rOI@lI,6,roy-al-ly,True,True
39851,royals,6,18,rOI@lz,6,roy-als,True,True
39853,royalty,7,93,rOI@ltI,7,roy-al-ty,True,True
39854,rpm,3,7,ApiEm,5,RPM,True,True
39855,rub,3,231,rVb,3,rub,True,True
39856,rubadub,7,1,rVb@dVb,7,rub--a--dub,True,True
39857,rubbed,6,270,rVbd,4,rubbed,True,True
39858,rubber,6,455,rVb@r,5,rub-ber,True,True
39859,rubberized,10,5,rVb@raIzd,9,rub-ber-ized,True,True
39860,rubbers,7,11,rVb@z,5,rub-bers,True,True
39861,rubberstamp,11,8,rVb@st{mp,9,rub-ber--stamp,True,True
39862,rubberstamped,13,5,rVb@st{mpt,10,rub-ber--stamped,True,True
39863,rubbery,7,39,rVb@rI,6,rub-ber-y,True,True
39864,rubbing,7,237,rVbIN,5,rub-bing,True,True
39865,rubbings,8,7,rVbINz,6,rub-bings,True,True
39866,rubbish,7,322,rVbIS,5,rub-bish,True,True
39867,rubbishing,10,2,rVbISIN,7,rub-bish-ing,True,True
39869,rubble,6,107,rVbl,4,rub-ble,True,True
39870,rubdown,7,1,rVbdaUn,7,rub-down,True,True
39871,rubella,7,5,rUbEl@,6,ru-bel-la,True,True
39872,rubicon,7,4,rubIk@n,7,Ru-bi-con,True,True
39873,rubicund,8,4,rubIk@nd,8,ru-bi-cund,True,True
39874,rubies,6,15,rubIz,5,ru-bies,True,True
39875,rubric,6,10,rubrIk,6,ru-bric,True,True
39876,rubs,4,26,rVbz,4,rubs,True,True
39877,ruby,4,24,rubI,4,ru-by,True,True
39879,rucked,6,5,rVkt,4,rucked,True,True
39880,rucking,7,4,rVkIN,5,ruck-ing,True,True
39881,rucks,5,7,rVks,4,rucks,True,True
39882,rucksack,8,76,rVks{k,6,ruck-sack,True,True
39883,rucksacks,9,15,rVks{ks,7,ruck-sacks,True,True
39885,rudderless,10,3,rVd@lIs,7,rud-der-less,True,True
39886,rudders,7,1,rVd@z,5,rud-ders,True,True
39887,ruddy,5,50,rVdI,4,rud-dy,True,True
39888,rude,4,227,rud,3,rude,True,True
39889,rudely,6,50,rudlI,5,rude-ly,True,True
39890,rudeness,8,40,rudnIs,6,rude-ness,True,True
39891,ruder,5,10,rud@r,5,rud-er,True,True
39892,rudest,6,6,rudIst,6,rud-est,True,True
39893,rudimentary,11,62,rudImEnt@rI,11,ru-di-men-ta-ry,True,True
39894,rudiments,9,23,rudIm@nt,8,ru-di-ments,True,True
39896,rueful,6,14,rufUl,5,rue-ful,True,True
39897,ruefully,8,40,rufUlI,6,rue-ful-ly,True,True
39898,rues,4,1,ruz,3,rues,True,True
39899,ruff,4,12,rVf,3,ruff,True,True
39900,ruffian,7,3,rVftS@n,7,ruf-fi-an,True,True
39901,ruffianly,9,1,rVftS@nlI,9,ruf-fi-an-ly,True,True
39902,ruffians,8,17,rVftS@nz,8,ruf-fi-ans,True,True
39903,ruffle,6,7,rVfl,4,ruf-fle,True,True
39904,ruffled,7,70,rVfld,5,ruf-fled,True,True
39905,ruffles,7,16,rVflz,5,ruf-fles,True,True
39907,ruffs,5,9,rVfs,4,ruffs,True,True
39908,rug,3,209,rVg,3,rug,True,True
39909,rugby,5,321,rVgbI,5,rug-by,True,True
39910,rugged,6,64,rVgId,5,rug-ged,True,True
39911,ruggedly,8,2,rVgIdlI,7,rug-ged-ly,True,True
39912,rugger,6,30,rVg@r,5,rug-ger,True,True
39913,rugs,4,68,rVgz,4,rugs,True,True
39914,ruin,4,220,rUIn,4,ru-in,True,True
39915,ruination,9,7,rUIneISn,8,ru-in-a-tion,True,True
39916,ruined,6,255,rUInd,5,ru-ined,True,True
39917,ruining,7,39,rUInIN,6,ru-in-ing,True,True
39918,ruinous,7,28,rUIn@s,6,ru-in-ous,True,True
39919,ruinously,9,3,rUIn@slI,8,ru-in-ous-ly,True,True
39920,ruins,5,206,rUInz,5,ru-ins,True,True
39921,rule,4,1231,rul,3,rule,True,True
39922,rulebook,8,2,rulbUk,6,rule-book,True,True
39923,ruled,5,355,ruld,4,ruled,True,True
39924,ruler,5,137,rul@r,5,rul-er,True,True
39925,rulers,6,179,rul@z,5,rul-ers,True,True
39926,rules,5,1263,rulz,4,rules,True,True
39927,ruling,6,335,rulIN,5,rul-ing,True,True
39928,rulings,7,14,rulINz,6,rul-ings,True,True
39929,rum,3,98,rVm,3,rum,True,True
39930,rumble,6,50,rVmbl,5,rum-ble,True,True
39931,rumbled,7,30,rVmbld,6,rum-bled,True,True
39932,rumbles,7,14,rVmblz,6,rum-bles,True,True
39933,rumbling,8,49,rVmblIN,7,rum-bling,True,True
39934,rumblings,9,10,rVmblINz,8,rum-blings,True,True
39935,rumbustious,11,2,rVmbVstI@s,10,rum-bus-ti-ous,True,True
39936,ruminant,8,1,rumIn@nt,8,ru-mi-nant,True,True
39937,ruminants,9,4,rumIn@nts,9,ru-mi-nants,True,True
39938,ruminated,9,5,rumIneItId,10,ru-mi-nat-ed,True,True
39939,ruminates,9,1,rumIneIts,9,ru-mi-nates,True,True
39940,ruminating,10,9,rumIneItIN,10,ru-mi-nat-ing,True,True
39941,rumination,10,4,rumIneISn,9,ru-mi-na-tion,True,True
39942,ruminative,10,1,rumIn@tIv,9,ru-mi-na-tive,True,True
39943,ruminatively,12,4,rumIn@tIvlI,11,ru-mi-na-tive-ly,True,True
39944,rummage,7,24,rVmIdZ,6,rum-mage,True,True
39945,rummaged,8,25,rVmIdZd,7,rum-maged,True,True
39946,rummages,8,3,rVmIdZIz,8,rum-mag-es,True,True
39947,rummaging,9,27,rVmIdZIN,8,rum-mag-ing,True,True
39948,rummer,6,2,rVm@r,5,rum-mer,True,True
39949,rummy,5,4,rVmI,4,rum-my,True,True
39950,rumour,6,181,rum@r,5,ru-mour,True,True
39951,rumoured,8,52,rum@d,5,ru-moured,True,True
39952,rumourmongers,13,1,rum@mVNg@z,10,ru-mour-mon-gers,True,True
39953,rumours,7,242,rum@z,5,ru-mours,True,True
39954,rump,4,55,rVmp,4,rump,True,True
39955,rumple,6,4,rVmpl,5,rum-ple,True,True
39956,rumpled,7,55,rVmpld,6,rum-pled,True,True
39957,rumpling,8,3,rVmplIN,7,rum-pling,True,True
39958,rumps,5,5,rVmps,5,rumps,True,True
39959,rumpus,6,15,rVmp@s,6,rum-pus,True,True
39960,run,3,4117,rVn,3,run,True,True
39961,runaround,9,2,rVn@raUnd,9,run--a-round,True,True
39962,runaway,7,37,rVn@weI,7,run-a-way,True,True
39963,runaways,8,6,rVn@weIz,8,run-a-ways,True,True
39964,rundown,7,39,rVndaUn,7,run--down,True,True
39965,runes,5,2,runz,4,runes,True,True
39966,rung,4,134,rVN,3,rung,True,True
39967,rungs,5,26,rVNz,4,rungs,True,True
39968,runic,5,9,runIk,5,ru-nic,True,True
39969,runin,5,11,rVnIn,5,run--in,True,True
39970,runins,6,1,rVnInz,6,run--ins,True,True
39971,runnel,6,4,rVnl,4,run-nel,True,True
39972,runnels,7,5,rVnlz,5,run-nels,True,True
39973,runner,6,235,rVn@r,5,run-ner,True,True
39974,runners,7,321,rVn@z,5,run-ners,True,True
39976,runnerup,8,14,rVn@rVp,7,run-ner--up,True,True
39977,running,7,2925,rVnIN,5,run-ning,True,True
39978,runningboard,12,2,rVnINb$d,8,run-ning--board,True,True
39979,runny,5,13,rVnI,4,run-ny,True,True
39980,runoff,6,19,rVnQf,5,run--off,True,True
39981,runoffs,7,1,rVnQfs,6,run--offs,True,True
39982,runofthemill,12,26,rVn@vD@mIl,10,run--of--the--mill,True,True
39983,runs,4,848,rVnz,4,runs,True,True
39984,runt,4,9,rVnt,4,runt,True,True
39985,runthrough,10,11,rVnTru,6,run--through,True,True
39986,runthroughs,11,2,rVnTruz,7,run--throughs,True,True
39987,runts,5,1,rVnts,5,runts,True,True
39988,runup,5,38,rVnVp,5,run--up,True,True
39989,runups,6,1,rVnVps,6,run--ups,True,True
39990,runway,6,102,rVnweI,6,run-way,True,True
39991,runways,7,25,rVnweIz,7,run-ways,True,True
39992,rupee,5,16,rupi,4,ru-pee,True,True
39993,rupees,6,77,rupiz,5,ru-pees,True,True
39994,rupiahs,7,6,rupi@z,6,ru-pi-ahs,True,True
39995,rupture,7,28,rVptS@r,7,rup-ture,True,True
39996,ruptured,8,20,rVptS@d,7,rup-tured,True,True
39999,rural,5,800,rU@r@l,6,ru-ral,True,True
40000,ruritania,9,6,rU@rIteIntS@,12,Ru-ri-ta-ni-a,True,True
40001,ruritanian,10,4,rU@rIteIntS@n,13,Ru-ri-ta-ni-an,True,True
40002,ruse,4,18,ruz,3,ruse,True,True
40003,ruses,5,4,ruzIz,5,rus-es,True,True
40004,rush,4,487,rVS,3,rush,True,True
40005,rushed,6,410,rVSt,4,rushed,True,True
40006,rushes,6,68,rVSIz,5,rush-es,True,True
40007,rushing,7,229,rVSIN,5,rush-ing,True,True
40009,rusks,5,14,rVsks,5,rusks,True,True
40010,russet,6,21,rVsIt,5,rus-set,True,True
40011,russets,7,1,rVsIts,6,rus-sets,True,True
40012,russia,6,588,rVS@,4,Rus-sia,True,True
40013,russian,7,921,rVSn,4,Rus-sian,True,True
40014,russians,8,689,rVSnz,5,Rus-sians,True,True
40015,rust,4,79,rVst,4,rust,True,True
40016,rusted,6,20,rVstId,6,rust-ed,True,True
40017,rustic,6,76,rVstIk,6,rus-tic,True,True
40018,rusticated,10,10,rVstIkeItId,11,rus-ti-cat-ed,True,True
40019,rustication,11,4,rVstIkeISn,10,rus-ti-ca-tion,True,True
40020,rustications,12,1,rVstIkeISnz,11,rus-ti-ca-tions,True,True
40021,rusticity,9,2,rVstIs@tI,9,rus-tic-i-ty,True,True
40022,rustics,7,8,rVstIks,7,rus-tics,True,True
40023,rusting,7,17,rVstIN,6,rust-ing,True,True
40024,rustle,6,45,rVsl,4,rus-tle,True,True
40025,rustled,7,30,rVsld,5,rus-tled,True,True
40026,rustler,7,1,rVsl@r,6,rus-tler,True,True
40027,rustlers,8,1,rVsl@z,6,rus-tlers,True,True
40028,rustles,7,3,rVslz,5,rus-tles,True,True
40029,rustling,8,61,rVslIN,6,rus-tling,True,True
40031,rusts,5,4,rVsts,5,rusts,True,True
40032,rusty,5,183,rVstI,5,rust-y,True,True
40033,rut,3,27,rVt,3,rut,True,True
40034,ruthless,8,189,ruTlIs,6,ruth-less,True,True
40035,ruthlessly,10,72,ruTlIslI,8,ruth-less-ly,True,True
40036,ruthlessness,12,40,ruTlIsnIs,9,ruth-less-ness,True,True
40037,ruts,4,17,rVts,4,ruts,True,True
40038,rutted,6,15,rVtId,5,rut-ted,True,True
40039,rutting,7,10,rVtIN,5,rut-ting,True,True
40040,rwanda,6,5,rU{nd@,6,Rwan-da,True,True
40041,rye,3,95,raI,3,rye,True,True
40042,sabah,5,9,sAbA,4,Sa-bah,True,True
40043,sabahans,8,2,sAbA@nz,7,Sa-bah-ans,True,True
40044,sabbatarian,11,1,s{b@tE@rI@n,11,sab-ba-tar-i-an,True,True
40045,sabbath,7,113,s{b@T,5,Sab-bath,True,True
40046,sabbaths,8,2,s{b@Ts,6,Sab-baths,True,True
40047,sabbatical,10,15,s@b{tIkl,8,sab-bat-i-cal,True,True
40048,sabbaticals,11,4,s@b{tIklz,9,sab-bat-i-cals,True,True
40050,sables,6,3,seIblz,6,sa-bles,True,True
40051,sabotage,8,103,s{b@tAZ,7,sab-o-tage,True,True
40052,sabotaged,9,15,s{b@tAZd,8,sab-o-taged,True,True
40054,sabotaging,10,10,s{b@tAZIN,9,sab-o-tag-ing,True,True
40055,saboteur,8,8,s{b@tOIr,8,sab-o-teur,True,True
40056,saboteurs,9,23,s{b@tOIz,8,sab-o-teurs,True,True
40057,sabra,5,27,sAbr@,5,sa-bra,True,True
40058,sabras,6,8,sAbr@z,6,sa-bras,True,True
40060,sabrerattling,13,2,seIb@r{tlIN,11,sa-bre--rat-tling,True,True
40061,sabres,6,11,seIb@z,6,sa-bres,True,True
40062,sabretoothed,12,2,seIb@tuTt,9,sa-bre--toothed,True,True
40063,sac,3,19,s{k,3,sac,True,True
40064,saccharin,9,7,s{k@rIn,7,sac-cha-rin,True,True
40065,saccharine,10,6,s{k@raIn,8,sac-cha-rine,True,True
40067,sachets,7,6,s{SeIz,6,sa-chets,True,True
40068,sack,4,241,s{k,3,sack,True,True
40069,sackcloth,9,7,s{kklQT,7,sack-cloth,True,True
40070,sacked,6,110,s{kt,4,sacked,True,True
40071,sacking,7,45,s{kIN,5,sack-ing,True,True
40072,sacks,5,121,s{ks,4,sacks,True,True
40073,sacral,6,1,seIkr@l,7,sa-cral,True,True
40075,sacramental,11,11,s{kr@mEntl,10,sac-ra-men-tal,True,True
40076,sacraments,10,14,s{kr@m@nts,10,sac-ra-ments,True,True
40077,sacred,6,394,seIkrId,7,sa-cred,True,True
40078,sacredness,10,12,seIkrIdnIs,10,sa-cred-ness,True,True
40079,sacrifice,9,367,s{krIfaIs,9,sac-ri-fice,True,True
40080,sacrificed,10,110,s{krIfaIst,10,sac-ri-ficed,True,True
40081,sacrifices,10,123,s{krIfaIsIz,11,sac-ri-fic-es,True,True
40082,sacrificial,11,26,s{krIfISl,9,sac-ri-fi-cial,True,True
40083,sacrificing,11,41,s{krIfaIsIN,11,sac-ri-fic-ing,True,True
40084,sacrilege,9,18,s{krIlIdZ,9,sac-ri-lege,True,True
40085,sacrilegious,12,12,s{krIlIdZ@s,11,sac-ri-le-gious,True,True
40087,sacristy,8,10,s{krIstI,8,sac-ris-ty,True,True
40088,sacrosanct,10,16,s{kr@Us{Nkt,11,sac-ro-sanct,True,True
40089,sacs,4,12,s{ks,4,sacs,True,True
40090,sad,3,827,s{d,3,sad,True,True
40091,sadden,6,4,s{dn,4,sad-den,True,True
40092,saddened,8,45,s{dnd,5,sad-dened,True,True
40093,saddening,9,7,s{dnIN,6,sad-den-ing,True,True
40094,saddens,7,3,s{dnz,5,sad-dens,True,True
40095,sadder,6,23,s{d@r,5,sad-der,True,True
40096,saddest,7,23,s{dIst,6,sad-dest,True,True
40097,saddle,6,160,s{dl,4,sad-dle,True,True
40098,saddlebag,9,8,s{dlb{g,7,sad-dle-bag,True,True
40099,saddlebags,10,10,s{dlb{gz,8,sad-dle-bags,True,True
40100,saddled,7,45,s{dld,5,sad-dled,True,True
40101,saddler,7,4,s{dl@r,6,sad-dler,True,True
40102,saddlers,8,2,s{dl@z,6,sad-dlers,True,True
40103,saddlery,8,2,s{dl@rI,7,sad-dler-y,True,True
40104,saddles,7,31,s{dlz,5,sad-dles,True,True
40105,saddlesore,10,1,s{dls$r,7,sad-dle--sore,True,True
40106,saddling,8,5,s{dlIN,6,sad-dling,True,True
40107,sadducees,9,8,s{dtSUsiz,9,Sad-du-cees,True,True
40108,sade,4,20,sAd,3,Sade,True,True
40109,sadhu,5,5,sAdu,4,sa-dhu,True,True
40110,sadhus,6,1,sAduz,5,sa-dhus,True,True
40111,sadism,6,28,seIdIz@m,8,sad-ism,True,True
40112,sadist,6,17,seIdIst,7,sad-ist,True,True
40113,sadistic,8,49,s@dIstIk,8,sa-dis-tic,True,True
40114,sadistically,12,7,s@dIstIk@lI,11,sa-dis-ti-cal-ly,True,True
40115,sadists,7,9,seIdIsts,8,sa-dists,True,True
40116,sadly,5,384,s{dlI,5,sad-ly,True,True
40117,sadness,7,154,s{dnIs,6,sad-ness,True,True
40118,sadomasochism,13,3,seId@Um{s@kIz@m,15,sa-do-mas-o-chism,True,True
40119,sadomasochist,13,1,seId@Um{s@kIst,14,sa-do--mas-o-chist,True,True
40120,safari,6,26,s@fArI,6,sa-fa-ri,True,True
40121,safaris,7,2,s@fArIz,7,sa-fa-ris,True,True
40122,safe,4,1426,seIf,4,safe,True,True
40123,safecracker,11,1,seIfkr{k@r,10,safe-crack-er,True,True
40124,safedeposit,11,2,seIfdIpQzIt,11,safe--de-pos-it,True,True
40125,safeguard,9,87,seIfgAd,7,safe-guard,True,True
40126,safeguarded,11,25,seIfgAdId,9,safe-guard-ed,True,True
40127,safeguarding,12,18,seIfgAdIN,9,safe-guard-ing,True,True
40128,safeguards,10,55,seIfgAdz,8,safe-guards,True,True
40129,safekeeping,11,11,seIfkipIN,9,safe-keep-ing,True,True
40130,safely,6,383,seIflI,6,safe-ly,True,True
40131,safer,5,206,seIf@r,6,saf-er,True,True
40132,safes,5,13,seIfs,5,safes,True,True
40133,safest,6,66,seIfIst,7,saf-est,True,True
40134,safety,6,1301,seIftI,6,safe-ty,True,True
40135,safetybelt,10,2,seIftIbElt,10,safe-ty--belt,True,True
40136,safetybelts,11,1,seIftIbElts,11,safe-ty--belts,True,True
40137,safetycatch,11,4,seIftIk{tS,10,safe-ty--catch,True,True
40138,safetypin,9,8,seIftIpIn,9,safe-ty--pin,True,True
40139,safetypins,10,2,seIftIpInz,10,safe-ty--pins,True,True
40140,safetyrazor,11,1,seIftIreIz@r,12,safe-ty--ra-zor,True,True
40141,safetyvalve,11,6,seIftIv{lv,10,safe-ty--valve,True,True
40142,saffron,7,26,s{fr@n,6,saf-fron,True,True
40143,sag,3,31,s{g,3,sag,True,True
40144,saga,4,58,sAg@,4,sa-ga,True,True
40145,sagacious,9,5,s@geIS@s,8,sa-ga-cious,True,True
40146,sagaciously,11,1,s@geIS@slI,10,sa-ga-cious-ly,True,True
40147,sagacity,8,7,s@g{s@tI,8,sa-gac-i-ty,True,True
40148,sagas,5,12,sAg@z,5,sa-gas,True,True
40149,sage,4,63,seIdZ,5,sage,True,True
40150,sagebrush,9,6,seIdZbrVS,9,sage-brush,True,True
40151,sagegreen,9,1,seIdZgrin,9,sage--green,True,True
40152,sagely,6,17,seIdZlI,7,sage-ly,True,True
40153,sages,5,19,seIdZIz,7,sag-es,True,True
40154,sagged,6,50,s{gd,4,sagged,True,True
40155,sagging,7,75,s{gIN,5,sag-ging,True,True
40156,sagittarius,11,4,s{dZItE@rI@s,12,Sag-it-ta-ri-us,True,True
40157,sago,4,4,seIg@U,6,sa-go,True,True
40158,sags,4,5,s{gz,4,sags,True,True
40159,sahib,5,242,sAb,3,sa-hib,True,True
40160,sahibs,6,15,sAbz,4,sa-hibs,True,True
40161,said,4,49655,sEd,3,said,True,True
40162,sail,4,144,seIl,4,sail,True,True
40163,sailboat,8,2,seIlb@Ut,8,sail-boat,True,True
40164,sailboats,9,5,seIlb@Uts,9,sail-boats,True,True
40165,sailcloth,9,5,seIlklQT,8,sail-cloth,True,True
40166,sailed,6,160,seIld,5,sailed,True,True
40167,sailing,7,174,seIlIN,6,sail-ing,True,True
40168,sailingboat,11,1,seIlINb@Ut,10,sail-ing--boat,True,True
40169,sailings,8,3,seIlINz,7,sail-ings,True,True
40170,sailor,6,101,seIl@r,6,sail-or,True,True
40171,sailors,7,110,seIl@z,6,sail-ors,True,True
40172,sails,5,56,seIlz,5,sails,True,True
40173,saint,5,270,seInt,5,Saint,True,True
