orig_idx,word,freq,pron,orthsyl,phonsyl,len,phlen
83586,torpedoed,20,t$pid@Ud,tor-pe-doed,t$-pi-d@Ud,9,8
83591,torpedoes,19,t$pid@Uz,tor-pe-does,t$-pi-d@Uz,9,8
83592,torpedoing,2,t$pid@UIN,tor-pe-do-ing,t$-pi-d@U-IN,10,9
83593,torpedos,1,t$pid@Uz,tor-pe-dos,t$-pi-d@Uz,8,8
83594,torpid,12,t$pId,tor-pid,t$-pId,6,5
83595,torpor,13,t$p@r,tor-por,t$-p@r,6,5
83596,torque,37,t$k,torque,t$k,6,3
83597,torques,1,t$ks,torques,t$ks,7,4
83598,torrent,66,tQr@nt,tor-rent,tQ-r@nt,7,6
83599,torrential,25,t@rEnSl,tor-ren-tial,t@-rEn-Sl,10,7
83600,torrents,21,tQr@nts,tor-rents,tQ-r@nts,8,7
83601,torrid,10,tQrId,tor-rid,tQ-rId,6,5
83602,torridly,1,tQrIdlI,tor-rid-ly,tQ-rId-lI,8,7
83603,tors,34,t$z,tors,t$z,4,3
83604,torsion,2,t$Sn,tor-sion,t$-Sn,7,4
83605,torso,58,t$s@U,tor-so,t$-s@U,5,5
83606,torsos,10,t$s@Uz,tor-sos,t$-s@Uz,6,6
83607,tort,14,t$t,tort,t$t,4,3
83608,tortilla,1,t$titS@,tor-til-la,t$-ti-tS@,8,7
83609,tortillas,3,t$titS@z,tor-til-las,t$-ti-tS@z,9,8
83610,tortoise,71,t$t@s,tor-toise,t$-t@s,8,5
83611,tortoises,30,t$t@sIz,tor-tois-es,t$-t@-sIz,9,7
83612,tortoiseshell,6,t$t@SEl,tor-toise-shell,t$-t@-SEl,13,7
83613,tortoiseshells,1,t$t@SElz,tor-toise-shells,t$-t@-SElz,14,8
83614,torts,1,t$ts,torts,t$ts,5,4
83615,tortuous,46,t$tSU@s,tor-tu-ous,t$-tSU@s,8,7
83616,tortuously,4,t$tSU@slI,tor-tu-ous-ly,t$-tSU@s-lI,10,9
83617,torture,244,t$tS@r,tor-ture,t$-tS@r,7,6
83622,tortured,120,t$tS@d,tor-tured,t$-tS@d,8,6
83627,torturer,4,t$tS@r@r,tor-tur-er,t$-tS@-r@r,8,8
83628,torturers,13,t$tS@r@z,tor-tur-ers,t$-tS@-r@z,9,8
83629,tortures,22,t$tS@z,tor-tures,t$-tS@z,8,6
83631,torturing,27,t$tS@rIN,tor-tur-ing,t$-tS@-rIN,9,8
83632,tory,339,t$rI,To-ry,t$-rI,4,4
83634,toryism,9,t$rIIz@m,To-ry-ism,t$-rI-I-z@m,7,8
83635,tosh,3,tQS,tosh,tQS,4,3
83636,toss,105,tQs,toss,tQs,4,3
83641,tossed,205,tQst,tossed,tQst,6,4
83646,tosses,10,tQsIz,toss-es,tQ-sIz,6,5
83648,tossing,84,tQsIN,toss-ing,tQ-sIN,7,5
83649,tossup,3,tQsVp,toss--up,tQs-Vp,6,5
83650,tot,21,tQt,tot,tQt,3,3
83651,total,2436,t@Utl,to-tal,t@U-tl,5,5
83653,totalitarian,98,t@Ut{lItE@rI@n,to-tal-i-tar-i-an,t@U-t{-lI-tE@-rI@n,12,14
83654,totalitarianism,48,t@Ut{lItE@rI@nIz@m,to-tal-i-tar-i-an-ism,t@U-t{-lI-tE@-rI@-nI-z@m,15,18
83655,totality,58,t@Ut{l@tI,to-tal-i-ty,t@U-t{-l@-tI,8,9
83656,totalizing,1,t@Ut@laIzIN,to-tal-iz-ing,t@U-t@-laI-zIN,10,11
83657,totalled,35,t@Utld,to-talled,t@U-tld,8,6
83662,totalling,21,t@UtlIN,to-tal-ling,t@U-tl-IN,9,7
83663,totally,1213,t@UtlI,to-tal-ly,t@U-tl-I,7,6
83664,totals,28,t@Utlz,to-tals,t@U-tlz,6,6
83666,tote,17,t@Ut,tote,t@Ut,4,4
83671,toted,5,t@UtId,tot-ed,t@U-tId,5,6
83676,totem,12,t@Ut@m,to-tem,t@U-t@m,5,6
83677,totempole,1,t@Ut@mp@Ul,to-tem--pole,t@U-t@m-p@Ul,9,10
83678,totems,9,t@Ut@mz,to-tems,t@U-t@mz,6,7
83679,totes,3,t@Uts,totes,t@Uts,5,5
83681,toting,17,t@UtIN,tot-ing,t@U-tIN,6,6
83682,tots,12,tQts,tots,tQts,4,4
83683,totter,16,tQt@r,tot-ter,tQ-t@r,6,5
83687,tottered,35,tQt@d,tot-tered,tQ-t@d,8,5
83692,tottering,36,tQt@rIN,tot-ter-ing,tQ-t@-rIN,9,7
83693,totters,3,tQt@z,tot-ters,tQ-t@z,7,5
83694,tottery,2,tQt@rI,tot-ter-y,tQ-t@-rI,7,6
83695,toucan,1,tuk@n,tou-can,tu-k@n,6,5
83696,toucans,1,tuk@nz,tou-cans,tu-k@nz,7,6
83697,touch,1717,tVtS,touch,tVtS,5,4
83702,touchable,4,tVtS@bl,touch-a-ble,tV-tS@-bl,9,7
83703,touchandgo,4,tVtS@ng@U,touch--and--go,tVtS-@n-g@U,10,9
83704,touchdown,11,tVtSdaUn,touch-down,tVtS-daUn,9,8
83705,touchdowns,4,tVtSdaUnz,touch-downs,tVtS-daUnz,10,9
83706,touche,14,tuSeI,tou-che,tu-SeI,6,5
83707,touched,841,tVtSt,touched,tVtSt,7,5
83713,toucher,4,tVtS@r,touch-er,tV-tS@r,7,6
83714,touches,189,tVtSIz,touch-es,tV-tSIz,7,6
83716,touchier,1,tVtSI@r,touch-i-er,tV-tSI@r,8,7
83717,touchiest,2,tVtSIIst,touch-i-est,tV-tSI-Ist,9,8
83718,touchily,1,tVtSIlI,touch-i-ly,tV-tSI-lI,8,7
83719,touchiness,4,tVtSInIs,touch-i-ness,tV-tSI-nIs,10,8
83720,touching,408,tVtSIN,touch-ing,tV-tSIN,8,6
83722,touchingly,15,tVtSINlI,touch-ing-ly,tV-tSIN-lI,10,8
83723,touchline,11,tVtSlaIn,touch-line,tVtS-laIn,9,8
83724,touchlines,1,tVtSlaInz,touch-lines,tVtS-laInz,10,9
83725,touchstone,14,tVtSst@Un,touch-stone,tVtS-st@Un,10,9
83726,touchstones,3,tVtSst@Unz,touch-stones,tVtS-st@Unz,11,10
83727,touchy,50,tVtSI,touch-y,tV-tSI,6,5
83728,tough,617,tVf,tough,tVf,5,3
83730,toughen,8,tVfn,tough-en,tV-fn,7,4
83734,toughened,10,tVfnd,tough-ened,tV-fnd,9,5
83739,toughening,5,tVfnIN,tough-en-ing,tV-fn-IN,10,6
83740,toughens,1,tVfnz,tough-ens,tV-fnz,8,5
83741,tougher,83,tVf@r,tough-er,tV-f@r,7,5
83742,toughest,47,tVfIst,tough-est,tV-fIst,8,6
83743,toughie,2,tVfI,tough-ie,tV-fI,7,4
83744,toughies,4,tVfIz,tough-ies,tV-fIz,8,5
83745,toughly,4,tVflI,tough-ly,tVf-lI,7,5
83746,toughness,38,tVfnIs,tough-ness,tVf-nIs,9,6
83747,toughs,4,tVfs,toughs,tVfs,6,4
83748,toupee,4,tupeI,tou-pee,tu-peI,6,5
83749,toupees,4,tupeIz,tou-pees,tu-peIz,7,6
83750,tour,722,tU@r,tour,tU@r,4,4
83755,toured,40,tU@d,toured,tU@d,6,4
83760,touring,90,tU@rIN,tour-ing,tU@-rIN,7,6
83763,tourism,90,tU@rIz@m,tour-ism,tU@-rI-z@m,7,8
83764,tourist,333,tU@rIst,tour-ist,tU@-rIst,7,7
83765,tourists,295,tU@rIsts,tour-ists,tU@-rIsts,8,8
83766,tournament,110,t$n@m@nt,tour-na-ment,t$-n@-m@nt,10,8
83767,tournaments,25,t$n@m@nts,tour-na-ments,t$-n@-m@nts,11,9
83768,tourney,1,tU@nI,tour-ney,tU@-nI,7,5
83769,tourneys,1,tU@nIz,tour-neys,tU@-nIz,8,6
83770,tourniquet,11,tU@nIkeI,tour-ni-quet,tU@-nI-keI,10,8
83771,tours,87,tU@z,tours,tU@z,5,4
83773,tousle,4,taUzl,tou-sle,taU-zl,6,5
83777,tousled,25,taUzld,tou-sled,taU-zld,7,6
83782,tousling,3,taUzlIN,tou-sling,taU-zl-IN,8,7
83783,tout,2,taUt,tout,taUt,4,4
83784,touted,5,taUtId,tout-ed,taU-tId,6,6
83789,touting,6,taUtIN,tout-ing,taU-tIN,7,6
83790,touts,7,taUts,touts,taUts,5,5
83792,tow,56,t@U,tow,t@U,3,3
83797,toward,1390,t@w$d,to-ward,t@-w$d,6,5
83798,towards,4700,t@w$dz,to-wards,t@-w$dz,7,6
83799,towed,35,t@Ud,towed,t@Ud,5,4
83804,towel,278,taU@l,tow-el,taU-@l,5,5
83805,towelling,13,taU@lIN,tow-el-ling,taU-@-lIN,9,7
83807,towels,114,taU@lz,tow-els,taU-@lz,6,6
83808,tower,832,taU@r,tow-er,taU-@r,5,5
83813,towerblock,1,taU@blQk,tow-er--block,taU-@-blQk,10,8
83814,towerblocks,1,taU@blQks,tow-er--blocks,taU-@-blQks,11,9
83815,towered,30,taU@d,tow-ered,taU-@d,7,5
83820,towering,104,taU@rIN,tow-er-ing,taU-@-rIN,8,7
83822,towers,202,taU@z,tow-ers,taU-@z,6,5
83824,towing,16,t@UIN,tow-ing,t@U-IN,6,5
83825,town,3328,taUn,town,taUn,4,4
83826,townee,3,taUni,town-ee,taU-ni,6,5
83827,townees,2,taUniz,town-ees,taU-niz,7,6
83828,towns,677,taUnz,towns,taUnz,5,5
83829,townscape,7,taUnskeIp,town-scape,taUn-skeIp,9,9
83830,townscapes,1,taUnskeIps,town-scapes,taUn-skeIps,10,10
83831,townsfolk,8,taUnzf@Uk,towns-folk,taUnz-f@Uk,9,9
83832,township,39,taUnSIp,town-ship,taUn-SIp,8,7
83833,townships,18,taUnSIps,town-ships,taUn-SIps,9,8
83834,townsman,7,taUnzm@n,towns-man,taUnz-m@n,8,8
83835,townsmen,3,taUnzm@n,towns-men,taUnz-m@n,8,8
83836,townspeople,22,taUnzpipl,towns-peo-ple,taUnz-pi-pl,11,9
83837,towpath,8,t@UpAT,tow-path,t@U-pAT,7,6
83838,towrope,1,t@Ur@Up,tow-rope,t@U-r@Up,7,7
83839,towropes,1,t@Ur@Ups,tow-ropes,t@U-r@Ups,8,8
83840,toxaemia,1,tQksimI@,tox-ae-mi-a,tQk-si-mI@,8,8
83841,toxic,106,tQksIk,tox-ic,tQk-sIk,5,6
83842,toxicity,18,tQksIs@tI,tox-ic-i-ty,tQk-sI-s@-tI,8,9
83843,toxicology,8,tQksIkQl@dZI,tox-i-col-o-gy,tQk-sI-kQ-l@-dZI,10,12
83844,toxin,9,tQksIn,tox-in,tQk-sIn,5,6
83845,toxins,9,tQksInz,tox-ins,tQk-sInz,6,7
83846,toy,261,tOI,toy,tOI,3,3
83847,toys,332,tOIz,toys,tOIz,4,4
83848,toyshop,3,tOISQp,toy-shop,tOI-SQp,7,6
83849,trace,490,treIs,trace,treIs,5,5
83854,traceable,15,treIs@bl,trace-a-ble,treI-s@-bl,9,8
83855,traced,185,treIst,traced,treIst,6,6
83860,tracer,14,treIs@r,trac-er,treI-s@r,6,7
83861,traceries,2,treIs@rIz,trac-er-ies,treI-s@-rIz,9,9
83862,tracers,9,treIs@z,trac-ers,treI-s@z,7,7
83863,tracery,24,treIs@rI,trac-er-y,treI-s@-rI,7,8
83864,traces,221,treIsIz,trac-es,treI-sIz,6,7
83865,trachea,1,tr@ki@,tra-che-a,tr@-ki-@,7,6
83866,tracheae,7,tr@kii,tra-che-ae,tr@-ki-i,8,6
83867,trachoma,10,tr@k@Um@,tra-cho-ma,tr@-k@U-m@,8,8
83868,tracing,63,treIsIN,trac-ing,treI-sIN,7,7
83870,track,753,tr{k,track,tr{k,5,4
83875,tracked,38,tr{kt,tracked,tr{kt,7,5
83881,tracker,10,tr{k@r,track-er,tr{-k@r,7,6
83882,trackers,3,tr{k@z,track-ers,tr{-k@z,8,6
83883,tracking,88,tr{kIN,track-ing,tr{-kIN,8,6
83884,trackless,7,tr{klIs,track-less,tr{k-lIs,9,7
83885,tracks,308,tr{ks,tracks,tr{ks,6,5
83887,tracksuit,21,tr{ksut,track-suit,tr{k-sut,9,7
83888,tracksuits,5,tr{ksuts,track-suits,tr{k-suts,10,8
83889,tract,58,tr{kt,tract,tr{kt,5,5
83890,tractability,2,tr{kt@bIl@tI,tract-a-bil-i-ty,tr{k-t@-bI-l@-tI,12,12
83891,tractable,12,tr{kt@bl,trac-ta-ble,tr{k-t@-bl,9,8
83892,traction,24,tr{kSn,trac-tion,tr{k-Sn,8,6
83893,tractor,123,tr{kt@r,trac-tor,tr{k-t@r,7,7
83894,tractors,68,tr{kt@z,trac-tors,tr{k-t@z,8,7
83895,tracts,55,tr{kts,tracts,tr{kts,6,6
83896,trad,12,tr{d,trad,tr{d,4,4
83897,trade,2967,treId,trade,treId,5,5
83898,traded,70,treIdId,trad-ed,treI-dId,6,7
83903,tradein,4,treIdIn,trade--in,treId-In,7,7
83904,trademark,14,treIdmAk,trade-mark,treId-mAk,9,8
83905,trademarks,6,treIdmAks,trade-marks,treId-mAks,10,9
83906,trader,32,treId@r,trad-er,treI-d@r,6,7
83907,traders,99,treId@z,trad-ers,treI-d@z,7,7
83908,trades,193,treIdz,trades,treIdz,6,6
83910,tradesman,16,treIdzm@n,trades-man,treIdz-m@n,9,9
83911,tradesmen,22,treIdzm@n,trades-men,treIdz-m@n,9,9
83912,tradespeople,4,treIdzpipl,trades-peo-ple,treIdz-pi-pl,12,10
83913,tradeunion,22,treIdtSuntS@n,trade--un-ion,treId-tSu-ntS@n,10,13
83914,tradeunionism,2,treIdtSuntS@nIz@m,trade--un-ion-ism,treId-tSu-ntS@-nI-z@m,13,17
83915,tradeunionist,1,treIdtSuntS@nIst,trade--un-ion-ist,treId-tSu-ntS@-nIst,13,16
83916,tradeunions,3,treIdtSuntS@nz,trade--un-ions,treId-tSu-ntS@nz,11,14
83917,trading,287,treIdIN,trad-ing,treI-dIN,7,7
83918,tradition,1009,tr@dISn,tra-di-tion,tr@-dI-Sn,9,7
83919,traditional,1561,tr@dIS@nl,tra-di-tion-al,tr@-dI-S@-nl,11,9
83920,traditionalism,17,tr@dISn@lIz@m,tra-di-tion-al-ism,tr@-dI-Sn-@-lI-z@m,14,13
83921,traditionalist,19,tr@dISn@lIst,tra-di-tion-al-ist,tr@-dI-Sn-@-lIst,14,12
83922,traditionalists,19,tr@dISn@lIsts,tra-di-tion-al-ists,tr@-dI-Sn-@-lIsts,15,13
83923,traditionally,300,tr@dISn@lI,tra-di-tion-al-ly,tr@-dI-Sn-@-lI,13,10
83924,traditions,261,tr@dISnz,tra-di-tions,tr@-dI-Snz,10,8
83925,traduced,5,tr@dtSust,tra-duced,tr@-dtSust,8,9
83930,traducer,1,tr@dtSus@r,tra-duc-er,tr@-dtSu-s@r,8,10
83931,traducing,1,tr@dtSusIN,tra-duc-ing,tr@-dtSu-sIN,9,10
83932,traffic,966,tr{fIk,traf-fic,tr{-fIk,7,6
83933,trafficked,10,tr{fIkt,traf-ficked,tr{-fIkt,10,7
83938,traffickers,2,tr{fIk@z,traf-fick-ers,tr{-fI-k@z,11,8
83939,trafficking,8,tr{fIkIN,traf-fick-ing,tr{-fI-kIN,11,8
83940,tragedian,2,tr@dZidtS@n,tra-ge-di-an,tr@-dZi-dtS@n,9,11
83941,tragedians,1,tr@dZidtS@nz,tra-ge-di-ans,tr@-dZi-dtS@nz,10,12
83942,tragedies,40,tr{dZ@dIz,trag-e-dies,tr{-dZ@-dIz,9,9
83943,tragedy,344,tr{dZ@dI,trag-e-dy,tr{-dZ@-dI,7,8
83944,tragic,258,tr{dZIk,trag-ic,tr{-dZIk,6,7
83945,tragical,1,tr{dZIkl,trag-i-cal,tr{-dZI-kl,8,8
83946,tragically,37,tr{dZIk@lI,trag-i-cal-ly,tr{-dZI-k@-lI,10,10
83947,tragicomedies,1,tr{dZIkQm@dIz,trag-i-com-e-dies,tr{-dZI-kQ-m@-dIz,13,13
83948,tragicomedy,4,tr{dZIkQm@dI,trag-i-com-e-dy,tr{-dZI-kQ-m@-dI,11,12
83949,tragicomic,3,tr{dZIkQmIk,trag-i--com-ic,tr{-dZI-kQ-mIk,10,11
83950,trail,304,treIl,trail,treIl,5,5
83955,trailed,85,treIld,trailed,treIld,7,6
83960,trailer,56,treIl@r,trail-er,treI-l@r,7,7
83961,trailers,17,treIl@z,trail-ers,treI-l@z,8,7
83962,trailing,130,treIlIN,trail-ing,treI-lIN,8,7
83963,trails,59,treIlz,trails,treIlz,6,6
83965,train,1416,treIn,train,treIn,5,5
83970,trainable,2,treIn@bl,train-a-ble,treI-n@-bl,9,8
83971,trainbearer,1,treInbE@r@r,train-bear-er,treIn-bE@-r@r,11,11
83972,trained,685,treInd,trained,treInd,7,6
83977,trainee,24,treIni,train-ee,treI-ni,7,6
83978,trainees,30,treIniz,train-ees,treI-niz,8,7
83979,trainer,61,treIn@r,train-er,treI-n@r,7,7
83980,trainers,25,treIn@z,train-ers,treI-n@z,8,7
83981,training,1900,treInIN,train-ing,treI-nIN,8,7
83983,trainmen,1,treInm@n,train-men,treIn-m@n,8,8
83984,trains,267,treInz,trains,treInz,6,6
83986,traipse,4,treIps,traipse,treIps,7,6
83990,traipsed,5,treIpst,traipsed,treIpst,8,7
83995,traipsing,4,treIpsIN,traips-ing,treIp-sIN,9,8
83996,trait,55,treI,trait,treI,5,4
83997,traitor,109,treIt@r,trai-tor,treI-t@r,7,7
83998,traitorous,4,treIt@r@s,trai-tor-ous,treI-t@-r@s,10,9
83999,traitorously,1,treIt@r@slI,trai-tor-ous-ly,treI-t@-r@s-lI,12,11
84000,traitors,50,treIt@z,trai-tors,treI-t@z,8,7
84001,traits,81,treIz,traits,treIz,6,5
84002,trajectories,9,tr@dZEkt@rIz,tra-jec-to-ries,tr@-dZEk-t@-rIz,12,12
84003,trajectory,29,tr@dZEkt@rI,tra-jec-to-ry,tr@-dZEk-t@-rI,10,11
84004,tram,75,tr{m,tram,tr{m,4,4
84005,tramcar,3,tr{mkAr,tram-car,tr{m-kAr,7,7
84006,tramline,1,tr{mlaIn,tram-line,tr{m-laIn,8,8
84007,tramlines,2,tr{mlaInz,tram-lines,tr{m-laInz,9,9
84008,trammelled,5,tr{mld,tram-melled,tr{-mld,10,6
84013,trammels,1,tr{mlz,tram-mels,tr{-mlz,8,6
84014,tramp,56,tr{mp,tramp,tr{mp,5,5
84019,tramped,20,tr{mpt,tramped,tr{mpt,7,6
84024,tramping,19,tr{mpIN,tramp-ing,tr{m-pIN,8,7
84025,trample,28,tr{mpl,tram-ple,tr{m-pl,7,6
84029,trampled,65,tr{mpld,tram-pled,tr{m-pld,8,7
84034,tramples,2,tr{mplz,tram-ples,tr{m-plz,8,7
84035,trampling,46,tr{mplIN,tram-pling,tr{m-plIN,9,8
84036,trampoline,16,tr{mp@lin,tram-po-line,tr{m-p@-lin,10,9
84037,trampolines,5,tr{mp@linz,tram-po-lines,tr{m-p@-linz,11,10
84038,tramps,18,tr{mps,tramps,tr{mps,6,6
84040,trams,19,tr{mz,trams,tr{mz,5,5
84041,trance,92,trAns,trance,trAns,6,5
84042,trances,8,trAnsIz,tranc-es,trAn-sIz,7,7
84043,tranquil,54,tr{NkwIl,tran-quil,tr{N-kwIl,8,8
84044,tranquillity,55,tr{NkwIl@tI,tran-quil-li-ty,tr{N-kwI-l@-tI,12,11
84045,tranquillized,5,tr{NkwIlaIzd,tran-quil-lized,tr{N-kwI-laIzd,13,12
84050,tranquillizer,24,tr{NkwIlaIz@r,tran-quil-liz-er,tr{N-kwI-laI-z@r,13,13
84051,tranquillizers,34,tr{NkwIlaIz@z,tran-quil-lizers,tr{N-kwI-laI-z@z,14,13
84052,tranquillizing,8,tr{NkwIlaIzIN,tran-quil-liz-ing,tr{N-kwI-laI-zIN,14,13
84053,tranquilly,3,tr{NkwIlI,tran-quil-ly,tr{N-kwI-lI,10,9
84054,transact,8,tr{nz{kt,trans-act,tr{n-z{kt,8,8
84058,transacted,5,tr{nz{ktId,trans-act-ed,tr{n-z{k-tId,10,10
84063,transacting,3,tr{nz{ktIN,trans-act-ing,tr{n-z{k-tIN,11,10
84064,transaction,172,tr{nz{kSn,trans-ac-tion,tr{n-z{k-Sn,11,9
84065,transactions,205,tr{nz{kSnz,trans-ac-tions,tr{n-z{k-Snz,12,10
84066,transatlantic,48,tr{nz@tl{ntIk,trans-at-lan-tic,tr{nz-@t-l{n-tIk,13,13
84067,transcend,68,tr{nsEnd,tran-scend,tr{n-sEnd,9,8
84071,transcended,35,tr{nsEndId,tran-scend-ed,tr{n-sEn-dId,11,10
84076,transcendence,42,tr{nsEnd@ns,tran-scen-dence,tr{n-sEn-d@ns,13,11
84077,transcendent,31,tr{nsEnd@nt,tran-scen-dent,tr{n-sEn-d@nt,12,11
84078,transcendental,28,tr{nsEndEntl,tran-scen-den-tal,tr{n-sEn-dEn-tl,14,12
84079,transcendentalism,2,tr{nsEndEnt@lIz@m,tran-scen-den-tal-ism,tr{n-sEn-dEn-t@-lI-z@m,17,17
84080,transcendentalist,1,tr{nsEndEnt@lIst,tran-scen-den-tal-ist,tr{n-sEn-dEn-t@-lIst,17,16
84081,transcendentally,1,tr{nsEndEnt@lI,tran-scen-den-tal-ly,tr{n-sEn-dEn-t@-lI,16,14
84082,transcending,12,tr{nsEndIN,tran-scend-ing,tr{n-sEn-dIN,12,10
84083,transcends,37,tr{nsEndz,tran-scends,tr{n-sEndz,10,9
84084,transcontinental,7,tr{nzkQntInEntl,trans-con-ti-nen-tal,tr{nz-kQn-tI-nEn-tl,16,15
84085,transcribe,4,tr{nskraIb,tran-scribe,tr{n-skraIb,10,10
84089,transcribed,15,tr{nskraIbd,tran-scribed,tr{n-skraIbd,11,11
84094,transcribing,7,tr{nskraIbIN,tran-scrib-ing,tr{n-skraI-bIN,12,12
84095,transcript,42,tr{nskrIpt,tran-script,tr{n-skrIpt,10,10
84096,transcription,12,tr{nskrIpSn,tran-scrip-tion,tr{n-skrIp-Sn,13,11
84097,transcriptions,6,tr{nskrIpSnz,tran-scrip-tions,tr{n-skrIp-Snz,14,12
84098,transcripts,18,tr{nskrIpts,tran-scripts,tr{n-skrIpts,11,11
84099,transept,25,tr{nsEpt,tran-sept,tr{n-sEpt,8,8
84100,transepts,10,tr{nsEpts,tran-septs,tr{n-sEpts,9,9
84101,transfer,546,tr{nsfOIr,trans-fer,tr{ns-fOIr,8,9
84106,transferability,2,tr{nsfOIr@bIl@tI,trans-fer-a-bil-i-ty,tr{ns-fOI-r@-bI-l@-tI,15,16
84107,transferable,8,tr{nsfOIr@bl,trans-fer-a-ble,tr{ns-fOI-r@-bl,12,12
84108,transference,40,tr{nsf@r@ns,trans-fer-ence,tr{ns-f@-r@ns,12,11
84109,transferred,310,tr{nsfOId,trans-ferred,tr{ns-fOId,11,9
84114,transferring,61,tr{nsfOIrIN,trans-fer-ring,tr{ns-fOI-rIN,12,11
84115,transfers,63,tr{nsfOIz,trans-fers,tr{ns-fOIz,9,9
84117,transfiguration,12,tr{nsfIg@reISn,Trans-fig-u-ra-tion,tr{ns-fI-g@-reI-Sn,15,14
84119,transfigure,4,tr{nsfIg@r,trans-fig-ure,tr{ns-fI-g@r,11,10
84123,transfigured,15,tr{nsfIg@d,trans-fig-ured,tr{ns-fI-g@d,12,10
84128,transfigures,1,tr{nsfIg@z,trans-fig-ures,tr{ns-fI-g@z,12,10
84129,transfiguring,4,tr{nsfIg@rIN,trans-fig-ur-ing,tr{ns-fI-g@-rIN,13,12
84130,transfixed,25,tr{nsfIkst,trans-fixed,tr{ns-fIkst,10,10
84135,transfixing,3,tr{nsfIksIN,trans-fix-ing,tr{ns-fIk-sIN,11,11
84136,transform,120,tr{nsf$m,trans-form,tr{ns-f$m,9,8
84140,transformation,242,tr{nsf@meISn,trans-for-ma-tion,tr{ns-f@-meI-Sn,14,12
84141,transformations,31,tr{nsf@meISnz,trans-for-ma-tions,tr{ns-f@-meI-Snz,15,13
84142,transformed,310,tr{nsf$md,trans-formed,tr{ns-f$md,11,9
84147,transformer,12,tr{nsf$m@r,trans-form-er,tr{ns-f$-m@r,11,10
84148,transformers,7,tr{nsf$m@z,trans-form-ers,tr{ns-f$-m@z,12,10
84149,transforming,64,tr{nsf$mIN,trans-form-ing,tr{ns-f$-mIN,12,10
84150,transforms,18,tr{nsf$mz,trans-forms,tr{ns-f$mz,10,9
84151,transfuse,4,tr{nsftSuz,trans-fuse,tr{ns-ftSuz,9,10
84155,transfusing,2,tr{nsftSuzIN,trans-fus-ing,tr{ns-ftSu-zIN,11,12
84156,transfusion,33,tr{nsftSuZn,trans-fu-sion,tr{ns-ftSu-Zn,11,11
84157,transfusions,7,tr{nsftSuZnz,trans-fu-sions,tr{ns-ftSu-Znz,12,12
84158,transgress,4,tr{nsgrEs,trans-gress,tr{ns-grEs,10,9
84162,transgressed,10,tr{nsgrEst,trans-gressed,tr{ns-grEst,12,10
84167,transgresses,2,tr{nsgrEsIz,trans-gress-es,tr{ns-grE-sIz,12,11
84168,transgressing,2,tr{nsgrEsIN,trans-gress-ing,tr{ns-grE-sIN,13,11
84169,transgression,14,tr{nsgrESn,trans-gres-sion,tr{ns-grE-Sn,13,10
84170,transgressions,9,tr{nsgrESnz,trans-gres-sions,tr{ns-grE-Snz,14,11
84171,transgressors,4,tr{nsgrEs@z,trans-gres-sors,tr{ns-grE-s@z,13,11
84172,transience,33,tr{nzI@ns,tran-sience,tr{n-zI@ns,10,9
84173,transiency,2,tr{nzI@nsI,tran-sien-cy,tr{n-zI@n-sI,10,10
84174,transient,62,tr{nzI@nt,tran-sient,tr{n-zI@nt,9,9
84176,transients,8,tr{nzI@nts,tran-sients,tr{n-zI@nts,10,10
84177,transistor,105,tr{nsIst@r,tran-sis-tor,tr{n-sI-st@r,10,10
84178,transistorized,3,tr{nsIst@raIzd,tran-sis-tor-ized,tr{n-sI-st@-raIzd,14,14
84179,transistors,34,tr{nsIst@z,tran-sis-tors,tr{n-sI-st@z,11,10
84180,transit,141,tr{nsIt,tran-sit,tr{n-sIt,7,7
84181,transition,249,tr{nsIZn,tran-si-tion,tr{n-sI-Zn,10,8
84182,transitional,48,tr{nsIZ@nl,tran-si-tion-al,tr{n-sI-Z@-nl,12,10
84183,transitions,22,tr{nsIZnz,tran-si-tions,tr{n-sI-Znz,11,9
84184,transitory,33,tr{nsIt@rI,tran-si-to-ry,tr{n-sI-t@-rI,10,10
84185,translatable,9,tr{nsleIt@bl,trans-lat-a-ble,tr{ns-leI-t@-bl,12,12
84186,translate,108,tr{nsleIt,trans-late,tr{ns-leIt,9,9
84190,translated,180,tr{nsleItId,trans-lat-ed,tr{ns-leI-tId,10,11
84195,translates,18,tr{nsleIts,trans-lates,tr{ns-leIts,10,10
84196,translating,50,tr{nsleItIN,trans-lat-ing,tr{ns-leI-tIN,11,11
84197,translation,172,tr{nsleISn,trans-la-tion,tr{ns-leI-Sn,11,10
84198,translations,55,tr{nsleISnz,trans-la-tions,tr{ns-leI-Snz,12,11
84199,translator,42,tr{nsleIt@r,trans-la-tor,tr{ns-leI-t@r,10,11
84200,translators,31,tr{nsleIt@z,trans-la-tors,tr{ns-leI-t@z,11,11
84201,transliteration,4,tr{nzlIt@reISn,trans-lit-er-a-tion,tr{nz-lI-t@-reI-Sn,15,14
84202,translucence,2,tr{nzlusns,trans-lu-cence,tr{nz-lu-sns,12,10
84203,translucent,54,tr{nzlusnt,trans-lu-cent,tr{nz-lu-snt,11,10
84204,transmigration,6,tr{nzmaIgreISn,trans-mi-gra-tion,tr{nz-maI-greI-Sn,14,14
84205,transmission,202,tr{nzmISn,trans-mis-sion,tr{nz-mI-Sn,12,9
84206,transmissions,23,tr{nzmISnz,trans-mis-sions,tr{nz-mI-Snz,13,10
84207,transmit,84,tr{nzmIt,trans-mit,tr{nz-mIt,8,8
